Key,english,german,french,italian,spanish,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
ck_ui_action,Action:,Aktion:,Action:,Azione:,Acción:,アクション：,행동:,Działanie:,Ação:,Действие:,Aksiyon:,行动：,行動：
ck_ui_active,Active:,Aktiv:,Actif:,Attivo:,Activo:,アクティブ：,활동적인:,Aktywny:,Ativo:,Активно:,Aktif:,积极的：,積極的：
ck_ui_advanced_mode,Advanced Mode,Erweiterter Modus,Mode avancé,Modalità avanzata,Modo avanzado,高度なモード,고급 모드,Tryb zaawansowany,Modo Avançado,Расширенный режим,Gelişmiş Mod,高级模式,高級模式
ck_ui_advanced_timing,Advanced Timing *,Erweiterte Timing-Funktion *,Chronométrage avancé *,Tempistica anticipata *,Sincronización avanzada *,高度なタイミング*,고급 타이밍 *,Zaawansowany pomiar czasu *,Cronometragem Avançada *,Расширенные возможности синхронизации *,Gelişmiş Zamanlama *,高级计时*,高級計時*
ck_ui_advanced_timing_active,Advanced Timing ★,Erweiterte Timing-Funktion ★,Chronométrage avancé ★,Tempistica avanzata ★,Sincronización avanzada ★,高度なタイミング ★,고급 타이밍 ★,Zaawansowany pomiar czasu ★,Cronometragem Avançada ★,Расширенные возможности синхронизации ★,Gelişmiş Zamanlama ★,高级计时 ★,高級計時 ★
ck_ui_after_freeze,── After Freeze ──,── Nach dem Einfrieren ──,── Après la congélation ──,── Dopo il congelamento ──,── Después de congelarse ──,── 凍結後 ──,── 냉동 후 ──,── Po zamrożeniu ──,── Após o congelamento ──,── После заморозки ──,── Dondurulduktan Sonra ──,——冻结之后——,——凍結之後——
ck_ui_all_cinematic_effects_are_disabl_349f4e,All cinematic effects are disabled. Toggle to enable.,Alle filmischen Effekte sind deaktiviert. Zum Aktivieren umschalten.,Tous les effets cinématiques sont désactivés. Basculez pour les activer.,Tutti gli effetti cinematografici sono disabilitati. Attiva/disattiva per abilitarli.,Todos los efectos cinematográficos están desactivados. Activar/desactivar.,すべてのシネマティックエフェクトが無効になっています。有効にするには切り替えてください。,모든 영화적 효과가 비활성화되어 있습니다. 토글 버튼을 눌러 활성화하세요.,"Wszystkie efekty filmowe są wyłączone. Przełącz, aby włączyć.",Todos os efeitos cinematográficos estão desativados. Ative-os.,"Все кинематографические эффекты отключены. Включите их, переключив соответствующую кнопку.",Tüm sinematik efektler devre dışı bırakıldı. Etkinleştirmek için geçiş yapın.,所有电影特效均已禁用。切换开关即可启用。,所有電影特效均已停用。切換開關即可啟用。
ck_ui_amount,Amount,Menge,Montant,Quantità,Cantidad,額,양,Kwota,Quantia,Количество,Miktar,数量,數量
ck_ui_applies_a_high_contrast_screen_e_663e5a,Applies a high-contrast screen effect during dismemberment kills.,Wendet bei Tötungen durch Zerstückelung einen kontrastreichen Bildschirmeffekt an.,Applique un effet d'écran à contraste élevé lors des mises à mort par démembrement.,Applica un effetto schermo ad alto contrasto durante le uccisioni tramite smembramento.,Aplica un efecto de pantalla de alto contraste durante las muertes por desmembramiento.,切断キル中に高コントラストの画面効果を適用します。,사지 절단으로 적을 처치할 때 고대비 화면 효과를 적용합니다.,Stosuje efekt ekranu o wysokim kontraście podczas zabójstw przez rozczłonkowanie.,Aplica um efeito de tela de alto contraste durante mortes por desmembramento.,Применяет эффект высококонтрастного экрана во время расчленения жертвы.,Parçalama sahnelerinde yüksek kontrastlı ekran efekti uygular.,在肢解杀戮过程中应用高对比度屏幕效果。,在肢解殺戮過程中應用高對比螢幕效果。
ck_ui_applies_a_thermal_night_vision_e_2dfa41,Applies a thermal/night vision effect during sneak kill cinematics.,Aktiviert einen Wärmebild-/Nachtsicht-Effekt während der Schleichangriff-Zwischensequenzen.,Applique un effet de vision thermique/nocturne pendant les cinématiques d'élimination furtive.,Applica un effetto di visione termica/notturna durante le sequenze cinematiche di uccisione furtiva.,Aplica un efecto de visión térmica/nocturna durante las cinemáticas de muerte furtiva.,スニークキルシネマティック中に熱/夜間視力効果を適用します。,은밀 처치 장면에서 열화상/야간 투시 효과를 적용합니다.,Włącza efekt widzenia termicznego/nocnego podczas przerywników filmowych z zabójstwami z zaskoczenia.,Aplica um efeito de visão térmica/noturna durante as cenas de assassinato furtivo.,Применяет эффект теплового/ночного видения во время сцен скрытных убийств.,Gizli öldürme sinematiklerinde termal/gece görüşü efekti uygular.,在潜行击杀过场动画中应用热成像/夜视效果。,在潛行擊殺過場動畫中應用熱成像/夜視效果。
ck_ui_applies_to_bows_crossbows_and_th_84cd0a,"Applies to bows, crossbows, and thrown weapons.","Gilt für Bögen, Armbrüste und Wurfwaffen.","S'applique aux arcs, aux arbalètes et aux armes de jet.","Si applica ad archi, balestre e armi da lancio.","Se aplica a arcos, ballestas y armas arrojadizas.",弓、クロスボウ、投擲武器に適用されます。,"활, 석궁, 투척 무기에 적용됩니다.","Dotyczy łuków, kusz i broni rzucanej.","Aplica-se a arcos, bestas e armas de arremesso.","Применяется к лукам, арбалетам и метательному оружию.","Yaylar, arbaletler ve fırlatılan silahlar için geçerlidir.",适用于弓、弩和投掷武器。,適用於弓、弩和投擲武器。
ck_ui_backup_folder,Backup folder:,Sicherungsordner:,Dossier de sauvegarde :,Cartella di backup:,Carpeta de respaldo:,バックアップフォルダ:,백업 폴더:,Folder kopii zapasowej:,Pasta de backup:,Папка резервного копирования:,Yedekleme klasörü:,备份文件夹：,備份資料夾：
ck_ui_balance,Balance,Gleichgewicht,Équilibre,Bilancia,Balance,バランス,균형,Balansować,Equilíbrio,Баланс,Denge,平衡,平衡
ck_ui_basic,Basic,Basic,Basique,Di base,Básico,基本,기초적인,Podstawowy,Básico,Базовый,Temel,基本的,基本的
ck_ui_basic_kill,── Basic Kill ──,── Grundlegender Kill ──,── Attaque de base ──,── Uccisione di base ──,── Muerte básica ──,── ベーシックキル ──,── 기본 처치 ──,── Podstawowe zabójstwo ──,── Eliminação Básica ──,── Базовое убийство ──,── Temel Öldürme ──,── 基本击杀 ──,── 基本擊殺 ──
ck_ui_basic_kill_regular_kills,• Basic Kill = regular kills,• Standardkill = normale Kills,• Abattage de base = éliminations régulières,• Uccisioni di base = uccisioni regolari,• Muerte básica = muertes regulares,• ベーシックキル = 通常のキル,• 기본 처치 = 일반 처치,• Podstawowe zabójstwo = zwykłe zabójstwa,• Abate básico = abates regulares,• Базовое убийство = обычные убийства,• Temel Öldürme = normal öldürmeler,• 基本击杀 = 普通击杀,• 基本擊殺 = 普通擊殺
ck_ui_behind_enemy,✦ Behind Enemy,✦ Hinter dem Feind,✦ Derrière l'ennemi,✦ Dietro il nemico,✦ Detrás del enemigo,✦ 敵の背後,✦ 적의 뒤에서,✦ Za wrogiem,✦ Atrás do Inimigo,✦ За спиной врага,✦ Düşmanın Arkasında,✦ 敌后,✦ 敵後
ck_ui_blood_splatter,BLOOD SPLATTER,BLUTSPRITZEN,ÉCLABOUSSURES DE SANG,SCHIZZI DI SANGUE,SALPICADURA DE SANGRE,血しぶき,핏자국,ROZBRYSKI KRWI,RESPINGOS DE SANGUE,БРЫЗГИ КРОВИ,KAN SIÇRAMASI,血迹飞溅,血跡飛濺
ck_ui_camera,── Camera ──,── Kamera ──,── Caméra ──,── Macchina fotografica ──,── Cámara ──,── カメラ ──,── 카메라 ──,── Aparat ──,── Câmera ──,── Камера ──,── Kamera ──,——相机——,——相機——
ck_ui_camera_follows_the_severed_limb_6ccfcb,Camera follows the severed limb instead of the body.,Die Kamera folgt dem abgetrennten Gliedmaß anstatt dem Körper.,La caméra suit le membre sectionné au lieu du corps.,La telecamera segue l'arto mozzato anziché il corpo.,La cámara sigue el miembro amputado en lugar del cuerpo.,カメラは体ではなく切断された手足を追う。,카메라는 시신이 아닌 절단된 팔다리를 따라간다.,"Kamera podąża za odciętą kończyną, a nie za ciałem.",A câmera segue o membro decepado em vez do corpo.,"Камера следит за отрубленной конечностью, а не за телом.","Kamera, vücut yerine kopmuş uzvu takip ediyor.",镜头跟随的是断肢而不是身体。,鏡頭跟隨的是斷肢而不是身體。
ck_ui_camera_movement,── Camera Movement ──,── Kamerabewegung ──,── Mouvement de caméra ──,── Movimento della telecamera ──,── Movimiento de cámara ──,── カメラの動き ──,── 카메라 움직임 ──,── Ruch kamery ──,── Movimento de Câmera ──,── Движение камеры ──,── Kamera Hareketi ──,——镜头运动——,——鏡頭運動——
ck_ui_camera_transition,Camera Transition,Kameraübergang,Transition de caméra,Transizione della telecamera,Transición de cámara,カメラトランジション,카메라 전환,Przejście kamery,Transição de câmera,Переход камеры,Kamera Geçişi,镜头切换,鏡頭切換
ck_ui_chain,Chain,Kette,Chaîne,Catena,Cadena,鎖,체인,Łańcuch,Corrente,Цепь,Zincir,链,鏈
ck_ui_chain_camera_between_multiple_ki_497cc0,Chain camera between multiple kills in quick succession.,Kettenkamera zwischen mehreren Tötungen in schneller Folge.,Enchaîner les prises de vue entre plusieurs éliminations en succession rapide.,Concatena la telecamera tra più uccisioni in rapida successione.,Cámara en cadena entre múltiples asesinatos en rápida sucesión.,複数のキルを素早く連続して行う間にカメラを切り替えます。,연속해서 여러 명을 처치할 때 카메라를 연결하세요.,Przełączanie kamer między kolejnymi zabójstwami w krótkiej serii.,Encadeamento de câmera entre várias mortes em rápida sucessão.,"Камера постоянно переключается между несколькими убийствами, совершаемыми в быстрой последовательности.",Ard arda gelen çok sayıda öldürme anı arasında kamera hareketlerini zincirleme olarak gösteriyor.,快速连续击杀多个目标后，镜头会串联起来拍摄。,快速連續擊殺多個目標後，鏡頭會串聯起來拍攝。
ck_ui_chain_reaction,CHAIN REACTION,KETTENREAKTION,RÉACTION EN CHAÎNE,REAZIONE A CATENA,REACCIÓN EN CADENA,連鎖反応,연쇄 반응,REAKCJA ŁAŃCUCHOWA,REAÇÃO EM CADEIA,ЦЕПНАЯ РЕАКЦИЯ,ZİNCİRLEME REAKSİYONU,连锁反应,連鎖反應
ck_ui_chance,Chance,Chance,Chance,Opportunità,Oportunidad,チャンス,가능성,Szansa,Chance,Шанс,Şans,机会,機會
ck_ui_changes_apply_instantly,● Changes apply instantly,● Änderungen werden sofort wirksam,● Les modifications s'appliquent instantanément,● Le modifiche si applicano immediatamente,● Los cambios se aplican instantáneamente,● 変更は即時適用されます,● 변경 사항은 즉시 적용됩니다,● Zmiany są wprowadzane natychmiast,● As alterações entram em vigor instantaneamente,● Изменения вступают в силу мгновенно,● Değişiklikler anında uygulanır,● 更改立即生效,● 更改立即生效
ck_ui_cinematics,CINEMATICS,CINEMATICS,CINÉMATIQUE,CINEMA,CINEMÁTICA,シネマティクス,영화 예술,FILMOWANIE,CINEMÁTICA,КИНЕМАТИЧЕСКАЯ КИНЕМАТОГРАФИЯ,SİNEMATİKLER,电影,電影
ck_ui_click_label_to_toggle,• Click * label to toggle,"• Klicken Sie auf die *-Beschriftung, um den Schalter umzuschalten.",• Cliquez sur l'étiquette * pour activer/désactiver,• Clicca sull'etichetta * per alternare,• Haga clic en la etiqueta * para alternar,• *ラベルをクリックして切り替えます,• * 표시를 클릭하여 토글하세요,"• Kliknij etykietę *, aby przełączyć",• Clique no rótulo * para alternar,• Нажмите на метку * для переключения,• Açma/kapama için * etiketine tıklayın,• 点击 * 标签切换,• 點擊 * 標籤切換
ck_ui_contrast,Contrast,Kontrast,Contraste,Contrasto,Contraste,対比,차이,Kontrast,Contraste,Контраст,Zıtlık,对比,對比
ck_ui_contrast_effect,── Contrast Effect ──,── Kontrasteffekt ──,── Effet de contraste ──,── Effetto contrasto ──,── Efecto de contraste ──,── 対比効果 ──,── 대비 효과 ──,── Efekt kontrastu ──,── Efeito de Contraste ──,── Эффект контраста ──,── Kontrast Etkisi ──,──对比效果──,──對比效果──
ck_ui_crit,Crit,Kritisch,Critique,Critico,Crítica,クリティカル,치명타,Krytyka,Crítico,Критический удар,Kritik,批判,批判
ck_ui_delay,Delay,Verzögerung,Retard,Ritardo,Demora,遅れ,지연,Opóźnienie,Atraso,Задерживать,Gecikme,延迟,延遲
ck_ui_desat,Desat,Desat,Désat,Desat,Desat,デサット,데삿,Desat,Desat,Десат,Desat,脱卫星,脫衛星
ck_ui_detailed_debug_messages_to_conso_dcbfef,Detailed debug messages to console (F1),Detaillierte Debug-Meldungen in der Konsole (F1),Messages de débogage détaillés dans la console (F1),Messaggi di debug dettagliati alla console (F1),Mensajes de depuración detallados en la consola (F1),コンソールへの詳細なデバッグメッセージ（F1）,콘솔(F1)에 자세한 디버그 메시지가 표시됩니다.,Szczegółowe komunikaty debugowania do konsoli (F1),Mensagens de depuração detalhadas no console (F1),Подробные отладочные сообщения выводятся в консоль (F1),Ayrıntılı hata ayıklama mesajlarını konsola yazdırın (F1),控制台显示详细调试信息（F1）,控制台顯示詳細偵錯資訊（F1）
ck_ui_dismem,Dismem,Zerstören,Dismem,Dismem,Desmembrar,ディスメモリ,디스멤,Dismem,Desmembrar,Дисмем,Dismem,迪斯梅姆,迪斯梅姆
ck_ui_dismember_cam,Dismember Cam,Dismember Cam,Cam de démembrement,Smembrare la telecamera,Cámara de desmembramiento,カムを解体する,디스멤버 캠,Rozczłonkowanie Cam,Desmembrar Cam,Камера расчленения,Parçalama Kamerası,肢解摄像头,肢解攝影機
ck_ui_dismemberment_focus_cam,💀 DISMEMBERMENT FOCUS CAM,💀 Fokuskamera für Zerstückelung,💀 CAMÉRA DE FOCUS POUR DÉMEMBREMENT,💀 FOCUS CAM SMEMBRAMENTO,💀 CÁMARA DE ENFOQUE DE DESMEMBRAMIENTO,💀 解体フォーカスカメラ,💀 사지 절단 집중 카메라,💀 KAMERA Z FOKUSEM ROZCZŁONKOWANIA,💀 CÂMERA COM FOCO NO DESMEMBRO,💀 Фокусировка на расчленении,💀 PARÇALANMA ODAKLI KAMERASI,💀肢解焦点摄像头,💀肢解焦點攝影機
ck_ui_distance,Distance,Distanz,Distance,Distanza,Distancia,距離,거리,Dystans,Distância,Расстояние,Mesafe,距离,距離
ck_ui_dur,Dur,Dur,Dur,Dur,Dur,デュル,듀르,Trwa,Dur,Дур,Dur,杜尔,杜爾
ck_ui_duration_slider_above_acts_as_po_edc6f3,Duration slider above acts as Post Land Delay,Der obige Schieberegler für die Dauer dient als Verzögerung nach der Landung.,Le curseur de durée ci-dessus sert de délai après atterrissage,Il cursore della durata sopra funge da ritardo di post-atterraggio,El control deslizante de duración que aparece arriba actúa como Retraso posterior al aterrizaje,上の持続時間スライダーは着陸後の遅延として機能します,위의 지속 시간 슬라이더는 지상 지연 후 조정 기능을 합니다.,Suwak czasu trwania powyżej działa jako opóźnienie wysyłki lądowej,O controle deslizante de duração acima funciona como um atraso pós-pouso.,Ползунок «Длительность» выше служит для регулировки задержки после посадки.,"Yukarıdaki süre kaydırıcısı, iniş sonrası gecikme süresi olarak işlev görür.",上方的持续时间滑块用作登陆后延迟时间。,上方的持續時間滑桿用作登陸後延遲時間。
ck_ui_dynamic_zoom,── Dynamic Zoom ──,── Dynamischer Zoom ──,── Zoom dynamique ──,── Zoom dinamico ──,── Zoom dinámico ──,── ダイナミックズーム ──,── 다이내믹 줌 ──,── Dynamiczny zoom ──,── Zoom Dinâmico ──,── Динамическое масштабирование ──,── Dinamik Yakınlaştırma ──,动态缩放,動態縮放
ck_ui_enable,Enable,Aktivieren,Activer,Abilitare,Permitir,有効にする,할 수 있게 하다,Włączać,Habilitar,Давать возможность,Olanak vermek,使能够,使能夠
ck_ui_enable_camera_movement,Enable Camera Movement,Kamerabewegung aktivieren,Activer le mouvement de la caméra,Abilita movimento telecamera,Habilitar el movimiento de la cámara,カメラの動きを有効にする,카메라 움직임 활성화,Włącz ruch kamery,Ativar movimento da câmera,Включить движение камеры,Kamera Hareketini Etkinleştir,启用相机移动,啟用相機移動
ck_ui_enable_contrast_effect,Enable Contrast Effect,Kontrasteffekt aktivieren,Activer l'effet de contraste,Abilita effetto contrasto,Habilitar efecto de contraste,コントラスト効果を有効にする,대비 효과 활성화,Włącz efekt kontrastu,Ativar efeito de contraste,Включить эффект контраста,Kontrast Efektini Etkinleştir,启用对比度效果,啟用對比效果
ck_ui_enable_dismember_focus_cam,Enable Dismember Focus Cam,Dismember Focus Cam aktivieren,Activer la caméra de mise au point Dismember,Abilita Dismember Focus Cam,Habilitar cámara de enfoque de desmembramiento,分割フォーカスカメラを有効にする,사지 절단 초점 카메라 활성화,Włącz funkcję Dismember Focus Cam,Ativar a câmera de foco para desmembramento,Включить режим фокусировки камеры для расчленения,Parçalama Odak Kamerasını Etkinleştir,启用肢解焦点摄像头,啟用肢解焦點攝影機
ck_ui_enable_last_stand,Enable Last Stand,Letzten Widerstand aktivieren,Activer le dernier rempart,Abilita Last Stand,Habilitar Last Stand,ラストスタンドを有効にする,최후의 저항을 활성화하세요,Włącz Ostatni bastion,Ativar Última Resistência,"Включить режим ""Последний рубеж""",Son Direnişi Etkinleştir,启用“最后抵抗”功能,啟用「最後抵抗」功能
ck_ui_enable_predator_vision,Enable Predator Vision,Predator Vision aktivieren,Activer la vision du prédateur,Abilita Predator Vision,Habilitar la visión de depredador,プレデタービジョンを有効にする,포식자 시야 활성화,Włącz Predator Vision,Ativar Visão Predadora,Включить зрение хищника,Avcı Görüşünü Etkinleştir,启用捕食者视觉,啟用掠食者視覺
ck_ui_enable_slow_motion,Enable Slow Motion,Zeitlupe aktivieren,Activer le ralenti,Abilita rallentatore,Habilitar cámara lenta,スローモーションを有効にする,슬로우 모션 활성화,Włącz zwolnione tempo,Ative a câmera lenta,Включить замедленную съемку,Yavaş Çekimi Etkinleştir,启用慢动作功能,啟用慢動作功能
ck_ui_enable_x_ray_vision,Enable X-Ray Vision,Röntgensicht aktivieren,Activer la vision à rayons X,Abilita la visione a raggi X,Habilitar la visión de rayos X,X線ビジョンを有効にする,엑스레이 투시 기능을 활성화하세요,Włącz widzenie rentgenowskie,Ativar visão de raio-X,Включить рентгеновское зрение,X-ışını Görüşünü Etkinleştirin,启用X射线视觉,啟用X光視覺
ck_ui_end_on_ragdoll_floor_hit,─ End on Ragdoll Floor Hit ─,─ Endet auf Ragdoll-Floor-Hit ─,─ Finir sur le sol Ragdoll ─,─ Fine sul pavimento Ragdoll Hit ─,─ Final en el suelo de Ragdoll ─,─ ラグドールフロアヒットで終了 ─,─ 래그돌 바닥 타격으로 종료 ─,─ Zakończ uderzeniem Ragdoll Floor ─,— Fim com Ragdoll Floor Hit —,— Завершение на ударе тряпичной куклой о пол —,─ Ragdoll Yere Çarpmasıyla Bitir ─,─ 以布娃娃地板撞击结束 ─,─ 以布娃娃地板撞擊結束 ─
ck_ui_enemy_focus,── Enemy Focus ──,── Feindfokus ──,── Focus ennemi ──,── Focus sul nemico ──,── Enfoque enemigo ──,── 敵集中 ──,── 적 집중 공격 ──,── Skupienie wroga ──,── Foco no Inimigo ──,── Фокус на противнике ──,── Düşman Odak Noktası ──,——敌方重点——,——敵方重點——
ck_ui_experimental_features,⚠ EXPERIMENTAL FEATURES,⚠ EXPERIMENTELLE MERKMALE,⚠ FONCTIONNALITÉS EXPÉRIMENTALES,⚠ CARATTERISTICHE SPERIMENTALI,⚠ CARACTERÍSTICAS EXPERIMENTALES,⚠ 実験的な機能,⚠ 실험적 기능,⚠ CECHY EKSPERYMENTALNE,⚠ RECURSOS EXPERIMENTAIS,⚠ ЭКСПЕРИМЕНТАЛЬНЫЕ ВОЗМОЖНОСТИ,⚠ DENEYSEL ÖZELLİKLER,⚠ 实验性功能,⚠ 實驗性功能
ck_ui_expl,Expl,Expl,Expl,Esplosione,Expl,説明,설명,Wyjaśnić,Explique,Объяснение,Açıklama,实验,實驗
ck_ui_export,Export,Export,Exporter,Esportare,Exportar,輸出,내보내다,Eksport,Exportar,Экспорт,İhracat,出口,出口
ck_ui_export_2,─ EXPORT ─,─ EXPORT ─,─ EXPORTATION ─,─ ESPORTA ─,─ EXPORTACIÓN ─,─ 輸出 ─,─ 수출 ─,─ EKSPORT ─,─ EXPORTAR ─,─ ЭКСПОРТ ─,─ İHRACAT ─,─ 出口 ─,─ 出口 ─
ck_ui_first_person,── First Person ──,── Erste Perspektive ──,── Première personne ──,── Prima persona ──,── Primera persona ──,── 一人称 ──,── 1인칭 시점 ──,── Pierwsza osoba ──,── Primeira Pessoa ──,── От первого лица ──,── Birinci Kişi ──,——第一人称——,——第一人稱——
ck_ui_fov,FOV:,Sichtfeld:,Champ de vision :,Campo visivo:,Campo de visión:,視野角:,시야각:,Pole widzenia:,Campo de visão:,Угол обзора:,Görüş Alanı:,视野：,視野：
ck_ui_fov_zoom,── FOV Zoom ──,── FOV Zoom ──,── Zoom sur le champ de vision ──,── Zoom del campo visivo ──,── Zoom del campo de visión ──,── 視野ズーム ──,── 시야각 확대/축소 ──,── Powiększenie pola widzenia ──,── Zoom do Campo de Visão ──,── Увеличение поля зрения ──,── Görüş Alanı Yakınlaştırma ──,── 视野缩放 ──,── 視野縮放 ──
ck_ui_fp_first_person_view,• FP = First Person view,• FP = Ego-Perspektive,• FP = Vue à la première personne,• FP = Visuale in prima persona,• FP = Vista en primera persona,• FP = 一人称視点,• FP = 1인칭 시점,• FP = widok z pierwszej osoby,• FP = Visão em Primeira Pessoa,• FP = Вид от первого лица,• FP = Birinci Şahıs Bakış Açısı,• FP = 第一人称视角,• FP = 第一人稱視角
ck_ui_fp_fov,FP FOV:,FP-Sichtfeld:,Champ de vision du point de vue :,Campo visivo FP:,Campo de visión FP:,FP視野角:,FP FOV:,Pole widzenia:,Campo de visão em primeira pessoa:,Угол обзора FP:,FP FOV:,FP FOV：,FP FOV：
ck_ui_fp_proj_split,FP/Proj Split:,FP/Projekt-Aufteilung:,Répartition FP/Proj :,Divisione FP/Progetto:,División FP/Proyecto:,FP/プロジェクト分割:,FP/프로젝트 분할:,Podział FP/projektu:,Divisão FP/Proj:,Разделение на FP и проект:,FP/Proj Bölünmesi:,FP/Proj 分割：,FP/Proj 分割：
ck_ui_freeze,Freeze,Einfrieren,Geler,Congelare,Congelar,フリーズ,꼭 매달리게 하다,Zamrażać,Congelar,Заморозить,Dondurun,冻结,凍結
ck_ui_freeze_frame,FREEZE FRAME,STANDBILD,IMAGE FIXE,IMMAGINE CONGELATA,FOTOGRAMA CONGELADA,フリーズフレーム,정지 화면,ZATRZYMAJ KLATKĘ,QUADRO CONGELADO,Стоп-кадр,DONDURULMUŞ KARE,定格画面,定格畫面
ck_ui_game_hud_hiding,GAME HUD HIDING,SPIEL-HUD AUSBLENDEN,CACHER L'INTERFACE DE JEU,HUD DI GIOCO NASCOSTO,OCULTACIÓN DEL HUD DEL JUEGO,ゲームHUDの非表示,게임 HUD 숨기기,UKRYWANIE HUD GRY,OCULTAR HUD DO JOGO,СКРЫТИЕ ИГРОВОГО ИНТЕРФЕЙСА,OYUN HUD'UNU GİZLEME,游戏HUD隐藏,遊戲HUD隱藏
ck_ui_general,── General ──,── Allgemein ──,── Généralités ──,── Generale ──,── General ──,── 将軍 ──,── 일반 ──,── Ogólne ──,── Geral ──,── Общие ──,── Genel ──,—— 概述 ——,—— 概述 ——
ck_ui_head,Head,Kopf,Tête,Testa,Cabeza,頭,머리,Głowa,Cabeça,Голова,KAFA,头,頭
ck_ui_hide_game_hud,Hide Game HUD,Spiel-HUD ausblenden,Masquer l'interface du jeu,Nascondi l'HUD del gioco,Ocultar el HUD del juego,ゲームHUDを非表示にする,게임 HUD 숨기기,Ukryj HUD gry,Ocultar HUD do jogo,Скрыть игровой интерфейс,Oyun Arayüzünü Gizle,隐藏游戏 HUD,隱藏遊戲 HUD
ck_ui_hud_notifications,HUD NOTIFICATIONS,HUD-MITTEILUNGEN,NOTIFICATIONS HUD,NOTIFICHE HUD,NOTIFICACIONES DEL HUD,HUD通知,HUD 알림,POWIADOMIENIA HUD,NOTIFICAÇÕES DO HUD,УВЕДОМЛЕНИЯ HUD,HUD BİLDİRİMLERİ,HUD通知,HUD通知
ck_ui_import,─ IMPORT ─,─ IMPORT ─,─ IMPORTATION ─,─ IMPORTA ─,─ IMPORTACIÓN ─,─ 輸入 ─,─ 수입 ─,─ IMPORT ─,─ IMPORTAR ─,─ ИМПОРТ ─,─ İTHALAT ─,─ 进口 ─,─ 進口 ─
ck_ui_import_selected,Import Selected,Ausgewählte importieren,Importer la sélection,Importa selezionati,Importar seleccionados,選択した項目をインポート,선택한 항목 가져오기,Importuj wybrane,Importar Selecionado,Импортировать выбранные,Seçilenleri İçe Aktar,导入所选内容,導入所選內容
ck_ui_infinite_ammo,Infinite Ammo,Unendlich Munition,Munitions infinies,Munizioni infinite,Munición infinita,無限弾薬,무한 탄약,Nieskończona amunicja,Munição infinita,Бесконечные патроны,Sonsuz Cephane,无限弹药,無限彈藥
ck_ui_info,── Info ──,── Info ──,── Info ──,── Informazioni ──,── Información ──,── 情報 ──,── 정보 ──,── Informacje ──,── Informações ──,── Информация ──,── Bilgi ──,── 信息 ──,── 訊息 ──
ck_ui_intensity,Intensity,Intensität,Intensité,Intensità,Intensidad,強度,강함,Intensywność,Intensidade,Интенсивность,Yoğunluk,强度,強度
ck_ui_kill_flash,KILL FLASH,TÖTUNGSBLITZ,KILL FLASH,UCCIDERE FLASH,MATAR FLASH,キルフラッシュ,킬 플래시,ZABIJ FLASH,FLASH MATADOR,УБИЙСТВО ФЛЭШ,ÖLDÜRÜCÜ FLAŞI,闪光灯,閃光燈
ck_ui_kill_flash_2,Kill Flash,Kill Flash,Flash tueur,Uccidi Flash,Matar a Flash,キルフラッシュ,킬 플래시,Zabij Flasha,Flash de Eliminação,Убийственный Флэш,Kill Flash,闪光灯,閃光燈
ck_ui_kill_window,Kill Window,Tötungsfenster,Fenêtre de mise à mort,Finestra di uccisione,Ventana de muerte,キルウィンドウ,킬 윈도우,Zabij okno,Janela de Eliminação,Окно поражения,Pencereyi Öldür,终止窗口,終止視窗
ck_ui_killstreak,── Killstreak ──,── Killstreak ──,── Série d'éliminations ──,── Serie di uccisioni ──,── Racha de muertes ──,── キルストリーク ──,── 킬스트릭 ──,── Seria zabójstw ──,── Sequência de Abates ──,── Серия убийств ──,── Öldürme Serisi ──,──连杀奖励──,──連殺獎勵──
ck_ui_last,Last,Zuletzt,Dernier,Scorso,Último,最後,마지막,Ostatni,Durar,Последний,Son,最后的,最後的
ck_ui_last_stand_second_wind,⚔ LAST STAND / SECOND WIND,⚔ LETZTER STAND / ZWEITER WIND,⚔ DERNIER REMPART / SECONDE RESSOURCE,⚔ ULTIMA RESISTENZA / SECONDO VOLO,⚔ ÚLTIMA RESISTENCIA / SEGUNDO AIRE,⚔ ラストスタンド / セカンドウィンド,⚔ 마지막 저항 / 두 번째 기회,⚔ OSTATNI BASTION / DRUGI ODDECH,⚔ ÚLTIMA RESISTÊNCIA / SEGUNDO FÔLEGO,⚔ ПОСЛЕДНИЙ СТОЙ / ВТОРОЕ ДЫХАНИЕ,⚔ SON DİRENİŞ / İKİNCİ NEFES,⚔ 最后的抵抗 / 第二春,⚔ 最後的抵抗 / 第二春
ck_ui_last_trigger,Last Trigger:,Letzter Auslöser:,Dernier déclencheur :,Ultimo trigger:,Último disparador:,最後のトリガー:,마지막 트리거:,Ostatni wyzwalacz:,Último gatilho:,Последний триггер:,Son Tetikleyici:,上次触发：,上次觸發：
ck_ui_leave_empty_for_timestamp_based_name,Leave empty for timestamp-based name,Für einen zeitstempelbasierten Namen leer lassen.,Laisser vide pour un nom basé sur l'horodatage,Lasciare vuoto per il nome basato sul timestamp,Déjelo vacío para el nombre basado en la marca de tiempo,タイムスタンプベースの名前の場合は空白のままにします,타임스탬프 기반 이름을 사용하려면 비워 두십시오.,"Pozostaw puste, jeśli nazwa opiera się na znaczniku czasu",Deixe em branco para o nome baseado em carimbo de data/hora.,"Оставьте поле пустым для имени, основанного на временной метке.",Zaman damgasına dayalı ad için boş bırakın.,留空则使用基于时间戳的名称,留空則使用基於時間戳記的名稱
